Price,Adj Close,Close,High,Low,Open,Volume
Ticker,000001.SS,000001.SS,000001.SS,000001.SS,000001.SS,000001.SS
Datetime,,,,,,
2024-01-02 09:30:00+08:00,2970.973876953125,2970.973876953125,2976.268310546875,2966.139892578125,2972.592041015625,970913712
2024-01-02 10:30:00+08:00,2968.49462890625,2968.49462890625,2973.030517578125,2965.264892578125,2971.413818359375,530590504
2024-01-02 11:30:00+08:00,2968.697998046875,2968.697998046875,2968.697998046875,2968.4326171875,2968.5595703125,16141200
2024-01-02 12:30:00+08:00,2972.71142578125,2972.71142578125,2973.419677734375,2968.08740234375,2968.716552734375,0
2024-01-02 13:30:00+08:00,2966.58740234375,2966.58740234375,2973.029541015625,2965.599853515625,2973.029541015625,768907904
2024-01-02 14:30:00+08:00,2963.421142578125,2963.421142578125,2969.2099609375,2962.92626953125,2966.873291015625,3301453500
2024-01-03 09:30:00+08:00,2962.353271484375,2962.353271484375,2970.955810546875,2955.905029296875,2956.6357421875,3379991508
2024-01-03 10:30:00+08:00,2957.349853515625,2957.349853515625,2967.103271484375,2956.78955078125,2963.843017578125,0
2024-01-03 11:30:00+08:00,2957.343505859375,2957.343505859375,2957.548095703125,2957.343505859375,2957.548095703125,29264200
2024-01-03 12:30:00+08:00,2954.7001953125,2954.7001953125,2957.57958984375,2953.2900390625,2955.873779296875,2666972200
2024-01-03 13:30:00+08:00,2967.150390625,2967.150390625,2968.7373046875,2953.380615234375,2954.552978515625,300125304
2024-01-03 14:30:00+08:00,2966.831298828125,2966.831298828125,2969.68408203125,2965.24267578125,2967.41650390625,0
2024-01-04 09:30:00+08:00,2950.989501953125,2950.989501953125,2966.682861328125,2947.054443359375,2964.05517578125,2398319408
2024-01-04 10:30:00+08:00,2940.8857421875,2940.8857421875,2951.277587890625,2936.634765625,2950.7412109375,566162704
2024-01-04 11:30:00+08:00,2941.39892578125,2941.39892578125,2941.39892578125,2941.111083984375,2941.13720703125,15449400
2024-01-04 12:30:00+08:00,2943.45751953125,2943.45751953125,2946.8017578125,2939.812744140625,2940.838134765625,0
2024-01-04 13:30:00+08:00,2949.740234375,2949.740234375,2951.293212890625,2939.010498046875,2942.896484375,232531104
2024-01-04 14:30:00+08:00,2955.76025390625,2955.76025390625,2956.826416015625,2948.2724609375,2949.59765625,0
2024-01-05 09:30:00+08:00,2963.969970703125,2963.969970703125,2967.9677734375,2942.436279296875,2949.01953125,3595773208
2024-01-05 10:30:00+08:00,2950.692626953125,2950.692626953125,2966.8330078125,2950.2958984375,2964.173828125,0
2024-01-05 11:30:00+08:00,2950.6103515625,2950.6103515625,2950.6103515625,2950.498046875,2950.499755859375,14321600
2024-01-05 12:30:00+08:00,2945.45654296875,2945.45654296875,2951.11669921875,2944.360595703125,2949.48779296875,2373736500
2024-01-05 13:30:00+08:00,2926.080810546875,2926.080810546875,2948.615966796875,2926.080810546875,2945.3681640625,0
2024-01-05 14:30:00+08:00,2928.9833984375,2928.9833984375,2929.273193359375,2916.782470703125,2926.287353515625,3955687200
2024-01-08 09:30:00+08:00,2897.96240234375,2897.96240234375,2924.1904296875,2897.91162109375,2921.869384765625,2436245708
2024-01-08 10:30:00+08:00,2901.6796875,2901.6796875,2906.281982421875,2892.3603515625,2898.031494140625,433753604
2024-01-08 11:30:00+08:00,2902.39892578125,2902.39892578125,2902.616943359375,2901.68701171875,2901.68701171875,13629400
2024-01-08 12:30:00+08:00,2895.362548828125,2895.362548828125,2904.194091796875,2894.17431640625,2901.468017578125,0
2024-01-08 13:30:00+08:00,2900.8544921875,2900.8544921875,2904.397705078125,2888.026123046875,2895.228515625,624804204
2024-01-08 14:30:00+08:00,2889.33544921875,2889.33544921875,2900.635498046875,2888.950439453125,2900.635498046875,0
2024-01-09 09:30:00+08:00,2895.70849609375,2895.70849609375,2898.609130859375,2879.9150390625,2887.17431640625,2511519308
2024-01-09 10:30:00+08:00,2897.0517578125,2897.0517578125,2900.69921875,2889.868896484375,2896.0888671875,460540704
2024-01-09 11:30:00+08:00,2897.370361328125,2897.370361328125,2897.370361328125,2896.978271484375,2897.250732421875,13262800
2024-01-09 12:30:00+08:00,2879.349853515625,2879.349853515625,2900.105224609375,2878.46826171875,2897.234375,0
2024-01-09 13:30:00+08:00,2892.88330078125,2892.88330078125,2895.345703125,2878.8212890625,2879.3642578125,258406304
2024-01-09 14:30:00+08:00,2893.6650390625,2893.6650390625,2897.77001953125,2892.2861328125,2893.002197265625,0
2024-01-10 09:30:00+08:00,2892.228271484375,2892.228271484375,2902.62646484375,2870.41552734375,2886.82958984375,3128525508
2024-01-10 10:30:00+08:00,2887.168701171875,2887.168701171875,2899.65625,2885.79541015625,2892.05859375,0
2024-01-10 11:30:00+08:00,2887.18212890625,2887.18212890625,2887.18212890625,2887.1123046875,2887.1123046875,6392400
2024-01-10 12:30:00+08:00,2882.292236328125,2882.292236328125,2889.6083984375,2881.667236328125,2887.233642578125,0
2024-01-10 13:30:00+08:00,2878.838623046875,2878.838623046875,2887.56103515625,2878.10498046875,2882.098876953125,3678556500
2024-01-10 14:30:00+08:00,2879.902587890625,2879.902587890625,2883.67724609375,2878.694091796875,2878.694091796875,0
2024-01-11 09:30:00+08:00,2878.931396484375,2878.931396484375,2883.616455078125,2867.722412109375,2873.910400390625,1320183708
2024-01-11 10:30:00+08:00,2880.67333984375,2880.67333984375,2881.926025390625,2874.95263671875,2878.953369140625,0
2024-01-11 11:30:00+08:00,2880.519287109375,2880.519287109375,2880.638916015625,2880.16796875,2880.638916015625,13208600
2024-01-11 12:30:00+08:00,2893.423828125,2893.423828125,2896.051025390625,2878.9931640625,2880.91748046875,0
2024-01-11 13:30:00+08:00,2885.868896484375,2885.868896484375,2895.202392578125,2882.337646484375,2892.52734375,1118920104
2024-01-11 14:30:00+08:00,2887.284423828125,2887.284423828125,2887.284423828125,2882.45751953125,2886.00048828125,0
2024-01-12 09:30:00+08:00,2899.56103515625,2899.56103515625,2904.17431640625,2878.941650390625,2879.67236328125,3128891508
2024-01-12 10:30:00+08:00,2887.279541015625,2887.279541015625,2902.132568359375,2886.820556640625,2899.7666015625,863877404
2024-01-12 11:30:00+08:00,2886.869140625,2886.869140625,2887.054931640625,2886.77392578125,2886.77392578125,17706000
2024-01-12 12:30:00+08:00,2890.010986328125,2890.010986328125,2890.828857421875,2884.66259765625,2886.85302734375,0
2024-01-12 13:30:00+08:00,2889.01904296875,2889.01904296875,2890.528076171875,2881.05810546875,2890.148681640625,0
2024-01-12 14:30:00+08:00,2882.887451171875,2882.887451171875,2889.266845703125,2882.715087890625,2888.807861328125,0
2024-01-15 09:30:00+08:00,2894.949462890625,2894.949462890625,2894.949462890625,2869.2236328125,2872.3984375,2727442808
2024-01-15 10:30:00+08:00,2892.7421875,2892.7421875,2904.229736328125,2890.197509765625,2894.631103515625,177114904
2024-01-15 11:30:00+08:00,2892.2763671875,2892.2763671875,2892.916259765625,2892.2763671875,2892.916259765625,10353400
2024-01-15 12:30:00+08:00,2889.44873046875,2889.44873046875,2892.665283203125,2888.03369140625,2892.511474609375,0
2024-01-15 13:30:00+08:00,2885.16357421875,2885.16357421875,2891.970703125,2883.200927734375,2889.262451171875,3498067700
2024-01-15 14:30:00+08:00,2886.7578125,2886.7578125,2887.712158203125,2883.905029296875,2884.894775390625,0
2024-01-16 09:30:00+08:00,2890.685546875,2890.685546875,2896.68310546875,2878.6435546875,2881.626953125,2173783608
2024-01-16 10:30:00+08:00,2868.8720703125,2868.8720703125,2894.3154296875,2868.256103515625,2891.237548828125,1749621504
2024-01-16 11:30:00+08:00,2868.30078125,2868.30078125,2868.796142578125,2868.30078125,2868.491943359375,27634700
2024-01-16 12:30:00+08:00,2868.980712890625,2868.980712890625,2871.01953125,2863.25,2865.742431640625,0
2024-01-16 13:30:00+08:00,2876.836181640625,2876.836181640625,2889.468017578125,2861.177490234375,2868.543212890625,942763304
2024-01-16 14:30:00+08:00,2893.432373046875,2893.432373046875,2893.507080078125,2873.79541015625,2876.529296875,0
2024-01-17 09:30:00+08:00,2872.69873046875,2872.69873046875,2887.4892578125,2867.29248046875,2887.4892578125,1191845608
2024-01-17 10:30:00+08:00,2874.792236328125,2874.792236328125,2876.369384765625,2866.565185546875,2873.008544921875,0
2024-01-17 11:30:00+08:00,2875.601806640625,2875.601806640625,2875.601806640625,2875.2353515625,2875.464599609375,15715200
2024-01-17 12:30:00+08:00,2865.956298828125,2865.956298828125,2875.193603515625,2865.767822265625,2875.193603515625,2074805900
2024-01-17 13:30:00+08:00,2860.880126953125,2860.880126953125,2871.603759765625,2855.173583984375,2866.2119140625,440319804
2024-01-17 14:30:00+08:00,2836.54296875,2836.54296875,2861.70068359375,2835.77099609375,2860.5888671875,462771704
2024-01-18 09:30:00+08:00,2795.48486328125,2795.48486328125,2823.6572265625,2786.39892578125,2823.6572265625,1870841812
2024-01-18 10:30:00+08:00,2787.061279296875,2787.061279296875,2800.140380859375,2760.97802734375,2795.685546875,22727308
2024-01-18 11:30:00+08:00,2788.6943359375,2788.6943359375,2788.6943359375,2787.04541015625,2787.04541015625,33320900
2024-01-18 12:30:00+08:00,2777.386962890625,2777.386962890625,2795.2744140625,2774.1142578125,2789.181640625,0
2024-01-18 13:30:00+08:00,2806.214599609375,2806.214599609375,2812.2744140625,2764.72802734375,2777.13818359375,2589391004
2024-01-18 14:30:00+08:00,2846.621337890625,2846.621337890625,2849.255859375,2799.35546875,2806.359130859375,873645604
2024-01-19 09:30:00+08:00,2834.86083984375,2834.86083984375,2849.87548828125,2823.512939453125,2834.382080078125,3417751508
2024-01-19 10:30:00+08:00,2832.6337890625,2832.6337890625,2848.104736328125,2828.684326171875,2834.664306640625,346888204
2024-01-19 11:30:00+08:00,2832.291015625,2832.291015625,2832.483642578125,2832.20068359375,2832.48291015625,8506900
2024-01-19 12:30:00+08:00,2827.987060546875,2827.987060546875,2837.024658203125,2825.32861328125,2832.80322265625,0
2024-01-19 13:30:00+08:00,2832.502197265625,2832.502197265625,2839.8173828125,2823.0048828125,2828.210693359375,0
2024-01-19 14:30:00+08:00,2833.976806640625,2833.976806640625,2839.368408203125,2828.92919921875,2831.683349609375,0
2024-01-22 09:30:00+08:00,2815.595703125,2815.595703125,2827.47412109375,2809.10595703125,2825.29833984375,3150157508
2024-01-22 10:30:00+08:00,2806.905517578125,2806.905517578125,2821.19580078125,2805.192626953125,2814.87109375,686892604
2024-01-22 11:30:00+08:00,2807.903076171875,2807.903076171875,2807.903076171875,2807.057373046875,2807.057373046875,20196700
2024-01-22 12:30:00+08:00,2793.251220703125,2793.251220703125,2806.93408203125,2784.059814453125,2806.44091796875,0
2024-01-22 13:30:00+08:00,2767.19970703125,2767.19970703125,2799.695556640625,2766.592041015625,2792.816650390625,0
2024-01-22 14:30:00+08:00,2754.82421875,2754.82421875,2767.296875,2735.57373046875,2767.296875,0
2024-01-23 09:30:00+08:00,2755.007080078125,2755.007080078125,2769.87353515625,2724.620361328125,2747.40478515625,1599166912
2024-01-23 10:30:00+08:00,2746.613525390625,2746.613525390625,2765.12158203125,2737.96826171875,2755.35693359375,476962304
2024-01-23 11:30:00+08:00,2746.739990234375,2746.739990234375,2746.9677734375,2746.523681640625,2746.77783203125,12803200
2024-01-23 12:30:00+08:00,2761.55908203125,2761.55908203125,2768.075439453125,2748.31201171875,2748.31201171875,0
2024-01-23 13:30:00+08:00,2783.779296875,2783.779296875,2784.8408203125,2753.618896484375,2761.444091796875,816667704
2024-01-23 14:30:00+08:00,2772.46630859375,2772.46630859375,2783.851318359375,2770.802490234375,2783.584716796875,0
2024-01-24 09:30:00+08:00,2770.36279296875,2770.36279296875,2794.04638671875,2770.36279296875,2783.984130859375,154378412
2024-01-24 10:30:00+08:00,2766.245849609375,2766.245849609375,2776.218505859375,2755.36181640625,2770.8076171875,1076009704
2024-01-24 11:30:00+08:00,2766.787353515625,2766.787353515625,2766.787353515625,2765.940673828125,2765.940673828125,21455200
2024-01-24 12:30:00+08:00,2758.381591796875,2758.381591796875,2768.1640625,2743.397216796875,2766.075927734375,0
2024-01-24 13:30:00+08:00,2806.8759765625,2806.8759765625,2808.34912109375,2758.4404296875,2758.727783203125,329733608
2024-01-24 14:30:00+08:00,2820.334716796875,2820.334716796875,2823.629150390625,2806.2822265625,2807.465087890625,648180104
2024-01-25 09:30:00+08:00,2864.834228515625,2864.834228515625,2866.03076171875,2821.709228515625,2822.98681640625,2013438916
2024-01-25 10:30:00+08:00,2878.682373046875,2878.682373046875,2881.65673828125,2860.63720703125,2866.1962890625,0
2024-01-25 11:30:00+08:00,2878.8251953125,2878.8251953125,2879.065185546875,2878.8251953125,2878.906982421875,32425000
2024-01-25 12:30:00+08:00,2893.826904296875,2893.826904296875,2897.25244140625,2878.814697265625,2879.582763671875,516495404
2024-01-25 13:30:00+08:00,2901.434814453125,2901.434814453125,2904.7373046875,2885.34521484375,2893.928955078125,0
2024-01-25 14:30:00+08:00,2903.49267578125,2903.49267578125,2906.7939453125,2901.1552734375,2902.10400390625,204203504
